retailer,ingredient_key,name,line_count,status,each_to_grams,needs_substitution,spend_score,model,llm_notes,reviewer_notes,decided_by,created_at,updated_at,pantry_staple,search_term,alias_of,unit_kind
ocado,name:mint,Mint,464,approved,,0,232.0,gpt-5.6-luna,"Fresh mint is available directly, with the Ocado 30g pack the best default for the typical 25g usage. The pot and dried mint are lower-ranked form differences.",,human,2026-07-21 17:40:55.001425,2026-07-23 11:02:28.913405,0,,,mass
ocado,name:mirin,Mirin,21,approved,,0,98.7,gpt-5.6-luna,A genuine mirin product is available. The mirin-style and mirin-seasoning products are accepted as practical substitutes; the authentic Clearspring option ranks first despite its premium price.,,human,2026-07-23 23:13:27.799543,2026-07-23 23:14:44.907047,0,,,mass
ocado,name:miso paste,Miso Paste,206,approved,,0,679.8,gpt-5.6-luna,"Accepted the plain white, red, brown-rice and sweet miso pastes. Excluded instant soup sachets, ramen/soup preparations, dressing, tofu and fermented soybean paste because they are seasoned products or different ingredients/forms.",,human,2026-07-21 17:52:24.400902,2026-07-22 16:35:01.766759,0,,,mass
ocado,name:mississippi style spice mix,Mississippi Style Spice Mix,11,no_match,,0,,,Ocado returned no products for this name — try rewording the search.,,auto,2026-07-23 23:44:31.510627,2026-07-23 23:44:31.510636,0,,,mass
ocado,name:mixed beans,Mixed Beans,157,approved,,0,108.33,gpt-5.6-luna,"Several plain mixed-bean products are available. Flavoured chilli beans, single-bean products, baked beans and frozen vegetable mixes were excluded.",,human,2026-07-21 17:59:28.707779,2026-07-23 15:44:23.899288,0,,,mass
ocado,name:mixed herbs,Mixed Herbs,449,approved,,0,493.9,gpt-5.6-luna,"Accepted only products explicitly sold as mixed herbs. Italian herb, Herbes de Provence, seasoning, pepper and herb-kit products were not treated as direct matches.",,human,2026-07-21 17:41:12.819924,2026-07-22 16:56:03.847899,0,,,mass
ocado,name:mixed peppers and red onion,Mixed Peppers and Red Onion,15,no_match,,0,,,Ocado returned no products for this name — try rewording the search.,,auto,2026-07-23 23:37:03.391187,2026-07-23 23:37:03.391190,0,,,mass
ocado,name:monkfish medallions,Monkfish Medallions,42,approved,,0,315.0,gpt-5.6-luna,,,human,2026-07-23 22:38:19.264528,2026-07-23 22:51:47.919726,0,,,mass
ocado,name:monterey jack cheese,Monterey Jack Cheese,27,approved,,0,75.6,gpt-5.6-luna,,,human,2026-07-23 23:01:51.679992,2026-07-23 23:12:05.166463,0,,,mass
ocado,name:moroccan medley couscous,Moroccan Medley Couscous,8,approved,,0,7.6,gpt-5.6-luna,,,human,2026-07-24 10:55:26.415442,2026-07-24 10:58:07.807691,0,,,mass
ocado,name:mozzarella,Mozzarella,407,approved,125.0,0,793.65,gpt-5.6-luna,"Accepted plain mozzarella and practical prepared forms. Buffalo mozzarella, burrata, flavoured or marinated products, cheese blends, vegan alternatives and snack products were excluded because they are distinct or unsuitable as the default generic mozzarella.",,human,2026-07-21 17:42:36.684328,2026-07-22 22:25:30.630196,0,,,mass
ocado,name:mushroom broth paste,Mushroom Broth Paste,21,approved,,1,33.6,gpt-5.6-luna,No candidate is a direct mushroom broth paste. Kallo mushroom stock cubes are the best substitution; Knorr roasted garlic and mushroom cooking paste is an alternative but adds garlic. The pasta sauce and mushroom latte products are unrelated.,,human,2026-07-23 23:13:32.095592,2026-07-23 23:18:02.699522,0,,,mass
ocado,name:mushrooms,Mushrooms,20,alias,,0,22.0,gpt-5.6-luna,"Common fresh white, chestnut, flat, button and portobello mushrooms are all direct ingredient matches. Specialty exotic, oyster, shiitake and prepared mushroom products were not prioritised because the ingredient is generic mushrooms.",,human,2026-07-23 23:14:25.370548,2026-07-23 23:25:06.458795,0,,name:sliced mushrooms,mass
ocado,name:mussels,Mussels,10,approved,,1,37.5,gpt-5.6-luna,"No raw or live mussels are listed. The accepted products are plain cooked mussels and can substitute, but sauced, smoked, and premium preserved mussels were excluded because their added flavours or preparation make them poor defaults.",,human,2026-07-23 23:45:52.694298,2026-07-24 10:51:43.049736,0,,,mass
ocado,name:mustard seeds,Mustard Seeds,95,approved,,0,104.5,gpt-5.6-luna,"Black, brown and yellow mustard seeds are all valid varieties of the requested ingredient. Premium-priced Schwartz and Bart options were omitted in favour of better-value matches.",,human,2026-07-23 15:52:39.300945,2026-07-23 22:34:59.381749,0,,,mass
ocado,name:nando s peri peri sauce,Nando's Peri-Peri Sauce,6,approved,,0,13.8,gpt-5.6-luna,"All accepted products are genuine Nando's Peri-Peri sauces. Medium is ranked first as the most neutral default; flavour variants are ranked lower. The 125g packs best suit the small typical recipe quantity, while larger packs offer better value for repeated use.",,human,2026-07-24 11:01:41.678999,2026-07-24 16:47:06.580928,0,,,mass
ocado,name:natural coconut milk yoghurt alternative,Natural Coconut Milk Yoghurt Alternative,29,approved,,1,44.95,gpt-5.6-luna,"No direct natural coconut milk yoghurt alternative was found. Coconut kefir is the closest available stand-in, but adjust for its thinner consistency.",,human,2026-07-23 22:54:27.355165,2026-07-23 23:00:16.968134,0,coconut milk,,mass
ocado,name:netherend butter salted,Netherend Butter Salted,22,no_match,,0,,,Ocado returned no products for this name — try rewording the search.,,auto,2026-07-23 23:04:31.580582,2026-07-23 23:04:31.580594,0,,,mass
ocado,name:new covent garden carrot and coriander soup,New Covent Garden Carrot and Coriander Soup,5,no_match,,0,,,Ocado returned no products for this name — try rewording the search.,,auto,2026-07-24 16:55:01.501332,2026-07-24 16:55:01.501342,0,,,mass
ocado,name:new covent garden classic chicken soup,New Covent Garden Classic Chicken Soup,5,approved,160.0,0,12.25,gpt-5.6-luna,"The 1kg candidate does not clearly include the word soup, so it was excluded as not an unambiguous match.",,human,2026-07-24 16:55:04.179494,2026-07-28 10:40:32.242830,0,,,mass
ocado,name:new covent garden cream of tomato soup,New Covent Garden Cream of Tomato Soup,7,no_match,,0,,,Ocado returned no products for this name — try rewording the search.,,auto,2026-07-24 11:00:09.436915,2026-07-24 11:00:09.436925,0,,,mass
ocado,name:new covent garden potato leek soup,New Covent Garden Potato & Leek Soup,5,approved,,0,12.25,gpt-5.6-luna,,,human,2026-07-24 16:55:07.453883,2026-07-25 10:23:21.858901,0,,,mass
ocado,name:new potatoes,New Potatoes,52,approved,500.0,0,130.0,gpt-5.6-luna,"Direct matches are available. Salad potatoes, Jersey Royals, prepared/herbed potatoes and sweet potatoes were excluded as less suitable, premium, or different-form alternatives.",,human,2026-07-23 22:24:51.983159,2026-07-27 20:11:07.272131,0,,,count
ocado,name:nigella seeds,Nigella Seeds,77,approved,,0,115.5,gpt-5.6-luna,Fushi Organic Black Seed Oil is not suitable because it is oil rather than nigella seeds.,,human,2026-07-23 15:56:13.872613,2026-07-23 22:34:44.180710,0,,,mass
ocado,name:north indian style spice mix,North Indian Style Spice Mix,256,approved,,0,896.0,gpt-5.6-luna,No candidate is a direct generic North Indian Style Spice Mix. Rajah Garam Masala is the best broad substitute; the other accepted options are dish-specific curry seasoning mixes.,Same blend under the same name; Ocado had only garam masala and tikka substitutes.,human,2026-07-21 17:49:19.016539,2026-07-28 19:38:53.148244,0,,,mass
ocado,name:northern dough co pizza dough,Northern Dough Co. Pizza Dough,9,approved,250.0,0,23.4,gpt-5.6-luna,The original frozen pizza dough is the direct match. The other Northern Dough Co products are valid pizza-dough variants but differ in style or formulation.,,human,2026-07-24 10:53:46.466585,2026-07-27 20:11:07.274020,0,,,count
ocado,name:oil for cooking,Oil for Cooking,80,approved,,0,500.0,gpt-5.6-luna,"Generic cooking oil is best matched with neutral rapeseed/vegetable or grapeseed oil. Sesame, flaxseed, pumpkin, hemp, mustard, smoked oils and extra-virgin olive oils are specialised or strongly flavoured rather than default cooking-oil matches.",,human,2026-07-23 15:56:03.286176,2026-07-23 22:28:34.667497,1,,,mass
ocado,name:oil for the bread,Oil for the Bread,11,approved,,0,,,Assumed already in the cupboard; not shopped for.,,auto,2026-07-23 23:44:31.526581,2026-07-23 23:44:31.526589,1,,,mass
ocado,name:oil for the breadcrumbs,Oil for the Breadcrumbs,111,approved,,0,,,Assumed already in the cupboard; not shopped for.,,auto,2026-07-23 10:43:14.452674,2026-07-23 10:43:14.452679,1,,,mass
ocado,name:oil for the chicken,Oil for the Chicken,25,approved,,0,,,Assumed already in the cupboard; not shopped for.,,auto,2026-07-23 23:03:00.913171,2026-07-23 23:03:00.913175,1,,,mass
ocado,name:oil for the flour,Oil for the Flour,8,approved,,0,,,Assumed already in the cupboard; not shopped for.,,auto,2026-07-24 10:55:26.439696,2026-07-24 10:55:26.439699,1,,,mass
ocado,name:oil for the roux,Oil for the Roux,8,approved,,0,,,Assumed already in the cupboard; not shopped for.,,auto,2026-07-24 10:55:26.445355,2026-07-24 10:55:26.445359,1,,,mass
ocado,name:oil for the sauce,Oil for the Sauce,12,approved,,0,,,Assumed already in the cupboard; not shopped for.,,auto,2026-07-23 23:43:10.375687,2026-07-23 23:43:10.375690,1,,,mass
ocado,name:olive and caper tomato sauce,Olive and Caper Tomato Sauce,10,approved,,0,32.5,gpt-5.6-luna,"The recipe uses a small 8g sachet, while all candidates are multi-use jars/packs; measure approximately 8g per sachet equivalent.",,human,2026-07-23 23:45:56.691644,2026-07-24 10:52:04.225607,0,,,mass
ocado,name:olive oil,Olive Oil,1088,approved,,0,9792.0,gpt-5.6-luna,"Extra virgin olive oil is a suitable form of generic olive oil for typical cooking, dressing and marinade recipes. Premium, flavoured, gift-box and unusually expensive oils were excluded.",,human,2026-07-21 17:30:52.357042,2026-07-22 09:47:58.666342,1,,,mass
ocado,name:olive oil for the chimichurri,Olive Oil for the Chimichurri,26,approved,,0,,,Assumed already in the cupboard; not shopped for.,,auto,2026-07-23 23:02:35.311137,2026-07-23 23:02:35.311141,1,,,mass
ocado,name:olive oil for the crumb,Olive Oil for the Crumb,178,approved,,0,,,Assumed already in the cupboard; not shopped for.,,auto,2026-07-23 10:37:57.239258,2026-07-23 10:37:57.239262,1,,,mass
ocado,name:olive oil for the dressing,Olive Oil for the Dressing,1498,approved,,0,,,Assumed already in the cupboard; not shopped for.,,auto,2026-07-23 08:59:28.304332,2026-07-23 08:59:28.304336,1,,,mass
ocado,name:olive oil for the drizzle,Olive Oil for the Drizzle,27,approved,,0,,,Assumed already in the cupboard; not shopped for.,,auto,2026-07-23 23:01:51.699864,2026-07-23 23:01:51.699872,1,,,mass
ocado,name:olive oil for the garlic bread,Olive oil,140,approved,,1,1820.0,gpt-5.6-luna,"No suitable match: the candidate is a garlic flatbread, not olive oil. Substitute with a bottle of plain olive oil or extra virgin olive oil.",,human,2026-07-21 18:01:22.477621,2026-07-22 16:42:58.082029,0,Olive oil,,mass
ocado,name:olive oil for the marinade,Olive Oil for the Marinade,90,approved,,0,,,Assumed already in the cupboard; not shopped for.,,auto,2026-07-23 15:53:03.373407,2026-07-23 15:53:03.373411,1,,,mass
ocado,name:olive oil for the pesto,Olive Oil for the Pesto,8,approved,,0,,,Assumed already in the cupboard; not shopped for.,,auto,2026-07-24 10:55:26.451293,2026-07-24 10:55:26.451295,1,,,mass
ocado,name:olive oil for the pil pil,Olive Oil for the Pil Pil ,6,approved,,0,,,Assumed already in the cupboard; not shopped for.,,auto,2026-07-24 11:01:41.696608,2026-07-24 11:01:41.696613,1,,,mass
ocado,name:olive oil for the salad,Olive Oil for the Salad,7,approved,,0,,,Assumed already in the cupboard; not shopped for.,,auto,2026-07-24 11:00:09.449331,2026-07-24 11:00:09.449341,1,,,mass
ocado,name:olive oil for the salsa,Olive Oil for the Salsa,152,approved,,0,,,Assumed already in the cupboard; not shopped for.,,auto,2026-07-23 10:37:57.248255,2026-07-23 10:37:57.248258,1,,,mass
ocado,name:olive oil for the sauce,Olive Oil for the Sauce,9,approved,,0,,,Assumed already in the cupboard; not shopped for.,,auto,2026-07-24 10:53:46.482848,2026-07-24 10:53:46.482851,1,,,mass
ocado,name:olives,Olives,102,approved,,0,183.6,gpt-5.6-luna,"Plain, unstuffed and unflavoured olives are preferred. Flavoured, marinated, grilled, cheese-containing and stuffed products were excluded because they can materially change the recipe.",,human,2026-07-23 15:47:16.839277,2026-07-23 22:32:13.208576,0,,,mass
ocado,name:onion,Onion,1576,approved,110.0,0,1576.0,gpt-5.6-luna,"Standard brown onions are the best default. Red onions are valid alternatives, while frozen diced onions are accepted only as a form-different option.",,human,2026-07-21 17:33:17.680778,2026-07-27 20:11:07.267508,0,,,count
ocado,name:onion marmalade,Onion Marmalade,207,approved,,0,879.75,gpt-5.6-luna,Direct onion marmalade products are available. The chutneys are included only as close substitutes; flavoured products such as tomato-and-onion or tandoori chutney were excluded.,,human,2026-07-21 17:52:00.714709,2026-07-22 15:32:17.493059,0,,,mass
ocado,name:orange,Orange,125,approved,130.0,0,43.75,gpt-5.6-luna,"Accepted products are whole oranges only. Orange juices, mandarins/tangerines, blood-orange juice and mixed fruit drinks are not direct matches.",,human,2026-07-21 18:03:13.585093,2026-07-27 20:11:07.270811,0,,,count
ocado,name:oregano,Oregano,14,approved,,0,15.4,gpt-5.6-luna,"These are direct matches for dried oregano, the form typically implied by gram-based recipe quantities. Organic, Bart and JUX options were not prioritised because they are substantially more expensive or premium outliers.",,human,2026-07-23 23:37:44.143532,2026-07-23 23:43:02.923005,0,,,mass
ocado,name:organic black beans,Organic Black Beans,13,approved,240.0,0,20.8,gpt-5.6-luna,Accepted plain organic black bean products only. The chilli black beans were excluded because they are seasoned rather than plain.,,human,2026-07-23 23:38:33.398445,2026-07-27 20:11:07.273673,0,,,count
ocado,name:organic cannellini beans,Organic Cannellini Beans,7,alias,,0,7.7,gpt-5.6-luna,,,human,2026-07-24 11:00:12.789577,2026-07-24 16:48:46.575506,0,,name:cannellini beans,mass
ocado,name:organic lentils,Organic Lentils,13,approved,250.0,0,20.8,gpt-5.6-luna,"Accepted only whole lentil products. Split peas, lentil-based crackers, crispbread, pasta and rice products were rejected because they are not plain lentils.",,human,2026-07-23 23:38:40.254906,2026-07-27 20:11:07.273673,0,,,count
ocado,name:organic sweetcorn,Organic Sweetcorn,7,alias,,0,15.75,gpt-5.6-luna,"Fresh Natoora sweetcorn was excluded as a premium, low-rated outlier; the accepted products are frozen or tinned forms of the same ingredient.",,human,2026-07-24 11:00:20.707808,2026-07-24 16:46:56.443805,0,,name:sweetcorn,mass
ocado,name:orkney crab meat,Orkney Crab Meat,34,approved,,1,204.0,gpt-5.6-luna,No exact Orkney crab meat product is listed. The M&S Atlantic crab meat is the best practical substitute; the Orkney crab claws are geographically suitable but require preparation. Kintyre scampi is unrelated and rejected.,,human,2026-07-23 22:52:31.661947,2026-07-23 22:53:19.983778,0,,,mass
ocado,name:orzo,Orzo,125,approved,,0,287.5,gpt-5.6-luna,"Excluded gluten-free anellini, stelline, legume-based protein orzo, and prepared orzo dishes because they are different shapes, ingredients, or products.",,human,2026-07-21 18:03:17.065775,2026-07-22 22:44:59.231929,0,,,mass
ocado,name:oyster sauce,Oyster Sauce,17,approved,,0,40.8,gpt-5.6-luna,"Excluded the premium oyster sauce as a less good-value default, the oyster-and-spring-onion stir-fry sauce as a flavoured prepared sauce, and fish sauce as a different ingredient.",,human,2026-07-23 23:15:53.971266,2026-07-23 23:17:23.727200,0,,,mass
ocado,name:oyster style sauce,Oyster Style Sauce,6,no_match,,0,,,Ocado returned no products for this name — try rewording the search.,,auto,2026-07-24 11:01:41.804719,2026-07-24 11:01:41.804729,0,,,mass
ocado,name:pad thai paste,Pad Thai Paste,16,approved,,1,21.6,gpt-5.6-luna,No candidate is Pad Thai paste specifically. The accepted Pad Thai sauces are functional form-different substitutes; noodle/meal kits and Thai red curry paste were rejected.,,human,2026-07-23 23:16:41.747072,2026-07-23 23:26:03.123222,0,,,mass
ocado,name:pak choi,Pak Choi,393,approved,120.0,0,589.5,gpt-5.6-luna,Standard pak choi is available directly. Baby pak choi is included as a different form; choi sum and Chinese leaf are not pak choi.,,human,2026-07-21 17:43:00.031995,2026-07-27 20:11:07.269789,0,,,count
ocado,name:panang curry paste,Panang Curry Paste,7,approved,,0,26.25,gpt-5.6-luna,An exact Panang curry paste is available. Red curry paste and rendang paste were rejected because they are different curry flavours.,,human,2026-07-24 11:00:25.541275,2026-07-24 16:45:58.069932,0,,,mass
ocado,name:pancakes,Pancakes,31,approved,50.0,0,14.88,gpt-5.6-luna,"Accepted products are ready-made plain or closely related pancake styles. Pancake mixes, filled/flavoured pancakes, Chinese-style pancakes, savoury crispy pancakes and equipment were excluded.",,human,2026-07-23 22:53:30.011796,2026-07-23 23:01:35.516422,0,,,mass
ocado,name:pancetta lardons,Pancetta Lardons,6,approved,,0,15.0,gpt-5.6-luna,"The Ocado bacon lardons are not included because bacon is not pancetta, even though it could be used as a flavour substitute.",,human,2026-07-24 16:52:17.785822,2026-07-25 10:23:07.019387,0,,,mass
ocado,name:paneer,Paneer,70,approved,,0,178.5,gpt-5.6-luna,"Seasoned paneer products, chilli paneer ready meals, paneer sauce and spice mix were excluded because the ingredient normally calls for plain paneer.",,human,2026-07-23 22:22:20.919425,2026-07-23 22:32:18.720238,0,,,mass
ocado,name:panko breadcrumbs,Panko Breadcrumbs,672,approved,,0,1680.0,gpt-5.6-luna,The Paxo and Prymat products are standard breadcrumbs rather than panko and are excluded.,,human,2026-07-21 17:36:40.638485,2026-07-22 11:43:35.597239,0,,,mass
ocado,name:pappardelle,Pappardelle,37,approved,,0,101.75,gpt-5.6-luna,"Excluded premium artisan egg pastas as poor-value defaults, prepared mushroom pappardelle, and other pasta shapes.",,human,2026-07-23 22:40:25.627527,2026-07-23 22:45:19.415671,0,,,mass
ocado,name:paprika,Paprika.,12,alias,,0,13.2,gpt-5.6-luna,Matched plain ground or sweet paprika. Smoked and hot paprika were excluded because they materially change the flavour and heat of a recipe calling simply for paprika; snack foods and prepared dishes were also excluded.,,human,2026-07-23 23:43:18.380512,2026-07-24 10:50:25.994432,0,,name:mild paprika,mass
ocado,name:parisienne style herbs,Parisienne Style Herbs,8,approved,,0,28.0,,Ocado returned no products for this name — try rewording the search.,Previously unmappable — nothing on Ocado.,human,2026-07-24 10:55:26.595057,2026-07-28 19:38:53.738895,0,,,mass
ocado,name:parma ham parmigiano reggiano filled pasta,ham ravioli,29,approved,,0,108.75,,Ocado returned no products for this name — try rewording the search.,,human,2026-07-23 22:54:27.520515,2026-07-27 19:19:54.860755,0,ham ravioli,,mass
ocado,name:parmesan cheese,Parmesan Cheese,61,alias,,0,244.0,gpt-5.6-luna,"Parmigiano Reggiano is authentic Parmesan. Grated products are marked form_differs because the ingredient is supplied pre-grated; premium-aged, organic, gourmet, shaved, vegan, ravioli and sauce products were not prioritised.",,human,2026-07-23 22:23:51.881986,2026-07-23 22:26:54.818056,0,,name:grated hard italian style cheese,mass
ocado,name:parmigiano reggiano,Parmigiano Reggiano,164,alias,,0,656.0,gpt-5.6-luna,"Several genuine Parmigiano Reggiano options are available. Block products are ranked above grated or shaved forms because the ingredient is specified without a preparation; premium aged, organic, tiny-pack, and gourmet options were not preferred as defaults.",,human,2026-07-21 17:55:42.403211,2026-07-23 15:54:14.545447,0,,name:grated hard italian style cheese,mass
ocado,name:parsnip,Parsnip,121,approved,120.0,0,90.75,gpt-5.6-luna,"Excluded glazed, mashed, soup, snack, baby-food and seed products because they are prepared foods or unrelated to raw parsnip.",,human,2026-07-21 18:03:47.885305,2026-07-27 20:11:07.270812,0,,,count
ocado,name:pasanda style seasoning,Pasanda Style Seasoning,58,approved,,0,203.0,gpt-5.6-luna,"No candidate is Pasanda Style Seasoning. The accepted products are substitutes only: butter chicken spice mixes are the closest dry alternatives, while korma paste is a closer flavour profile but a different wet form. Adjust added liquid when using the paste.",Ocado had only butter chicken and korma substitutes.,human,2026-07-23 22:24:08.314078,2026-07-28 19:38:53.364948,0,,,mass
ocado,name:passata di pomodoro,Passata di Pomodoro,6,approved,,0,4.8,gpt-5.6-luna,"Accepted products are plain tomato passata. Flavoured passatas, passata with soffritto, tomato purée, and premium speciality varieties were excluded. Rustica products are also less suitable where a smooth passata is expected.",,human,2026-07-24 16:52:25.692941,2026-07-27 11:19:00.846793,0,,,mass
ocado,name:pasta sauce with porcini mushrooms,Pasta Sauce with Porcini Mushrooms,5,approved,,0,15.0,gpt-5.6-luna,"A direct porcini mushroom sauce is available. The other accepted products are mushroom-based substitutes or, in one case, a porcini cooking-cream form.",,human,2026-07-24 16:55:15.647922,2026-07-25 10:23:13.659680,0,,,mass
ocado,name:paxo stuffing,Paxo Stuffing,7,approved,,0,10.5,gpt-5.6-luna,All accepted products are Paxo stuffing mixes. Standard Sage & Onion is the best default; the gluten-free version is a dietary-specific option.,,human,2026-07-24 11:00:29.532659,2026-07-24 16:48:23.593054,0,,,mass
ocado,name:pea shoots,Pea Shoots,165,approved,,0,330.0,gpt-5.6-luna,"The remaining products are sugar snap peas, garden peas, or a prepared stir-fry product rather than plain pea shoots.",,human,2026-07-21 17:55:25.816181,2026-07-22 22:36:11.296726,0,,,mass
ocado,name:peanut butter,Peanut Butter,362,approved,,0,506.8,gpt-5.6-luna,"Plain smooth and crunchy peanut butters are both valid matches because the recipe does not specify a texture. Flavoured products, peanut-and-Marmite, seeded nut butter, and drizzler products were excluded.",,human,2026-07-21 17:44:03.111467,2026-07-22 16:51:19.895139,0,,,mass
ocado,name:pear,Pear,126,approved,170.0,0,214.2,gpt-5.6-luna,"Fresh whole pears are the direct matches. Canned pear halves are included only as lower-ranked form-different alternatives; juices, purées, desserts, chutneys and pear-flavoured drinks are not suitable matches.",,human,2026-07-21 18:02:57.299000,2026-07-27 20:11:07.270810,0,,,count
ocado,name:pearl barley,Pearl Barley,7,approved,,0,8.75,gpt-5.6-luna,Al'Fez Pearl Couscous is a different ingredient and is excluded.,,human,2026-07-24 11:00:31.657218,2026-07-24 16:48:41.405200,0,,,mass
ocado,name:pearl couscous,Pearl Couscous,25,approved,,0,47.5,gpt-5.6-luna,"The remaining candidates are regular, wholewheat, fruity, or Moroccan-style couscous rather than pearl couscous.",,human,2026-07-23 23:03:04.299343,2026-07-23 23:12:25.754736,0,,,mass
ocado,name:peas,Peas,863,approved,,0,1423.95,gpt-5.6-luna,"The best defaults are plain frozen garden peas. Petit pois are also peas and can be used directly; canned peas are included only as form-different alternatives. Mixed pea products, sugar snaps, mangetout, marrowfat/mushy peas and prepared meals were excluded.",,human,2026-07-21 17:34:52.658196,2026-07-22 11:51:36.508510,0,,,mass
ocado,name:pecan nut halves,Pecan Nut Halves,87,approved,,0,230.55,gpt-5.6-luna,,,human,2026-07-23 15:54:11.808767,2026-07-23 22:27:40.900856,0,,,mass
ocado,name:pecorino cheese,Pecorino Cheese,7,approved,,0,28.0,gpt-5.6-luna,"Accepted products are genuine Pecorino cheeses, primarily Pecorino Romano. Other candidates were rejected where they were wine, generic Italian hard cheese, a flavoured creamy cheese, or premium/gourmet options that were poor default choices.",,human,2026-07-24 11:00:38.836255,2026-07-24 16:45:54.382196,0,,,mass
ocado,name:penne pasta,Penne Pasta,193,approved,,0,133.17,gpt-5.6-luna,"Accepted standard dry white penne and penne rigate products. Wholewheat, gluten-free, legume-based, protein, low-carb, fresh, spelt, and other specialty forms were excluded because they are not the ordinary penne pasta ingredient.",,human,2026-07-21 17:53:01.429720,2026-07-23 15:42:45.642057,0,,,mass
ocado,name:pepper,Pepper,55,approved,,0,,,Assumed already in the cupboard; not shopped for.,,auto,2026-07-23 22:24:13.642570,2026-07-23 22:24:13.642572,1,,,mass
ocado,name:peri peri seasoning,Peri Peri Seasoning,165,approved,,0,330.0,gpt-5.6-luna,"Several direct piri/peri-piri seasoning options are available. The M&S product is the best default on pack size, price and rating; Cajun, fajita, kebab, sauces, marinades and rice products were excluded.",,human,2026-07-21 17:55:32.266015,2026-07-22 22:37:26.350576,0,,,mass
ocado,name:pesto,Pesto,244,approved,,0,268.4,gpt-5.6-luna,"Standard basil, green or Genovese pestos are treated as exact matches. Distinctive flavoured pestos such as lemon, chilli, rocket, ricotta, truffle, mushroom, kale and red pepper were not selected because they can materially change the recipe.",,human,2026-07-21 17:49:41.671039,2026-07-22 22:46:38.220921,0,,,mass
ocado,name:pesto dressing,Pesto Dressing,9,approved,,0,36.0,gpt-5.6-luna,"Other candidates are pesto sauces or pastes rather than pesto dressing, so they are not included as direct matches.",,human,2026-07-24 10:53:50.111871,2026-07-24 10:54:30.991380,0,,,mass
ocado,name:philadelphia cheese,Philadelphia Cheese,14,approved,,0,31.5,gpt-5.6-luna,"Original Philadelphia soft cream cheese is the direct match. Flavoured varieties, snack portions, and the vegan alternative are not suitable for a generic Philadelphia cheese recipe ingredient.",,human,2026-07-23 23:37:49.259291,2026-07-23 23:41:05.872285,0,,,mass
ocado,name:pieminister free ranger pie,Pieminister Free Ranger Pie,6,approved,255.0,0,30.0,gpt-5.6-luna,,,human,2026-07-24 16:52:30.566806,2026-07-25 10:22:04.953412,0,,,mass
ocado,name:pieminister moo pie,Pieminister Moo Pie,9,approved,255.0,0,45.0,gpt-5.6-luna,"Excluded Moo & Blue because it contains Stilton, and Mooless Moo because it is plant-based rather than the standard beef Moo Pie.",,human,2026-07-24 10:53:54.580461,2026-07-24 10:56:28.128370,0,,,mass
ocado,name:pigs with their blankets,Pigs with their Blankets,17,approved,22.5,0,72.25,gpt-5.6-luna,Dog treats were rejected; they are not suitable for human recipes.,,human,2026-07-23 23:15:57.198783,2026-07-23 23:20:36.358088,0,,,mass
ocado,name:pine nuts,Pine Nuts,141,approved,,0,556.95,gpt-5.6-luna,"Excluded prepared foods containing pine nuts, such as ravioli, houmous, pesto and savoury snacks.",,human,2026-07-21 18:01:20.940788,2026-07-22 16:40:56.304437,0,,,mass
ocado,name:pineapple chutney,Pineapple Chutney,22,approved,,1,88.0,gpt-5.6-luna,No pineapple chutney was found. Woolf's Kitchen Pineapple Sweet Chilli is the closest available substitute; pineapple gin is unrelated.,,human,2026-07-23 23:04:34.905626,2026-07-23 23:11:53.481668,0,,,mass
ocado,name:pineapple rings,Pineapple Rings,138,approved,,0,151.8,gpt-5.6-luna,"Accepted canned pineapple slices in juice as the usual ring form. Dried pineapple, cream cheese, and jalapeño-pineapple products were rejected.",,human,2026-07-21 18:01:45.497748,2026-07-23 11:32:01.775342,0,,,mass
ocado,name:pistachios,Pistachios,62,alias,,0,186.0,gpt-5.6-luna,"Direct pistachio products are available. Shelled options are preferred for recipe use; roasted, salted, or in-shell products are lower-ranked because their preparation differs from the usual plain shelled ingredient.",,human,2026-07-23 22:23:44.244968,2026-07-23 22:32:03.149384,0,,name:salted pistachios,mass
ocado,name:pitta bread,Pitta Bread,21,approved,60.0,0,25.2,gpt-5.6-luna,"Standard white or wholemeal pittas are the best defaults. Specialist gluten-free and protein versions are included only as lower-ranked valid alternatives; flatbreads, folded flatbreads and baby pitta dippers were excluded.",,human,2026-07-23 23:13:41.466431,2026-07-27 20:11:07.273215,0,,,count
ocado,name:pizza bases,Pizza Bases,41,approved,150.0,0,112.75,gpt-5.6-luna,"Direct ready-made pizza base matches are available. The approximate weight per base is 150g, based on the typical 300g recipe quantity for two bases.",,human,2026-07-23 22:38:52.340778,2026-07-27 20:11:07.272248,0,,,count
ocado,name:pizza dough,Pizza Dough,72,approved,,0,187.2,gpt-5.6-luna,Excluded pizza base products and pizza base mix because they are prepared bases or a dry mix rather than ready pizza dough.,,human,2026-07-23 22:22:05.210026,2026-07-23 22:31:43.894511,0,,,mass
ocado,name:plain flour,Plain Flour,795,approved,,0,357.75,gpt-5.6-luna,"All accepted products are standard plain white flour. Wholemeal, gluten-free, bread, organic/premium, and extra-fine or 00 flours were excluded as non-default forms or poorer-value outliers.",,human,2026-07-21 17:35:17.690494,2026-07-22 22:31:06.379627,0,,,mass
ocado,name:plain flour for the gravy,Plain Flour for the Gravy,17,approved,,0,,,Assumed already in the cupboard; not shopped for.,,auto,2026-07-23 23:15:57.208050,2026-07-23 23:15:57.208054,1,,,mass
