retailer,ingredient_key,sku,rank,match_type,accepted,reason,source,llm_rank
ocado,name:marinara sauce,0d147811-7233-4f99-9619-a11f8d44e442,3,substitute,1,"Tomato-and-basil pasta sauce is a close, mild stand-in for marinara and comes in a practical 400g pack.",human,
ocado,name:marinara sauce,5769c48b-61ef-4bc3-a50c-eb6f015e4952,4,substitute,1,Plain classic tomato pasta sauce is a suitable marinara-style substitute; good value despite the larger 490g pack.,human,
ocado,name:marinara sauce,0109d87c-418b-4496-bf7e-810dfb7fb644,5,substitute,1,"Tomato and basil pasta sauce is close in flavour and form, with a practical 350g pack.",human,
ocado,name:marinara sauce,48940ef6-713d-48a7-b770-1c90220da569,6,substitute,1,Tomato-and-basil pasta sauce is a reasonable marinara alternative in a 350g pack.,human,
ocado,name:marinara sauce,ab15d459-325b-4128-bf8a-f1d65858528c,7,substitute,1,"Pomodoro and fresh basil sauce is a close tomato-based alternative, though its 290g pack is relatively small.",human,
ocado,name:marinara sauce,0cf2fdeb-a345-4abe-b8ab-5af0210f762c,8,substitute,1,"Tomato and basil sauce is broadly suitable, but is less directly marinara-like than the higher-ranked options.",human,
ocado,name:marmalade,5441f878-614d-48a7-9ea3-07e6e16d5eb8,1,exact,1,Standard orange marmalade in a useful 454g jar; excellent value and well suited to the typical 35–70g recipe usage.,human,
ocado,name:marmalade,31034677-ef2f-48eb-82b9-5099cbd13a8c,2,exact,1,"Standard orange marmalade with no peel, good value in a 454g jar and highly rated; suitable where peel texture is not important.",human,
ocado,name:marmalade,44792238-ffa4-4f42-95d6-5d972448f19f,3,exact,1,"Good-value fine-cut citrus marmalade in a practical 340g jar, with a strong rating.",human,
ocado,name:marmalade,f366028c-f635-4261-907b-e15aa1ef57c6,4,exact,1,Good-value thick-cut marmalade in a practical 340g jar; a suitable standard marmalade for cooking.,human,
ocado,name:marmalade,fd6ca221-a8bf-4e90-bbc0-d2b28572e8b8,5,exact,1,Affordable mainstream Seville marmalade in a 340g jar; Seville orange is a conventional marmalade style.,human,
ocado,name:marmalade,7677bcae-2a5e-42a0-aaf7-f11fa1d41ce1,6,exact,1,Affordable vintage-style marmalade in a suitable 340g jar and well rated.,human,
ocado,name:marmalade,92f930bc-c99e-4be4-a830-59cce9fd25c2,7,exact,1,"Standard orange marmalade with an excellent rating, though slightly less good value than the higher-ranked options.",human,
ocado,name:marmalade,c224e277-72a6-42b7-bcbc-13989944ca5c,8,exact,1,Seville orange marmalade in a 365g jar with many positive ratings; reasonable general-purpose choice.,human,
ocado,name:marmalade,5174856a-d377-42f4-9243-11dfde53e582,9,exact,1,Good-value three-fruit marmalade in a 340g jar; suitable when a mixed-citrus flavour is acceptable.,human,
ocado,name:marmalade,7c46fc81-b7a9-42ca-b236-cc5214fc4ffc,10,exact,1,"Well-rated fine-cut Oxford marmalade in a useful 454g jar, but not as economical as the top options.",human,
ocado,name:marmalade,4e8b289b-58fd-4c13-895e-7cf25fc3bade,11,exact,1,Good-quality orange marmalade in a 340g jar; suitable but more expensive per kilogram.,human,
ocado,name:marmalade,e2a94467-f92b-4781-8cac-6a1f85acc782,12,exact,1,No-peel Seville orange marmalade with a strong rating; valid but a more specific texture/style choice.,human,
ocado,name:marmalade,1c8edce6-fde9-4370-8dfd-730e38331a2a,13,exact,1,Tawny orange marmalade in a suitable 340g jar; valid but more specialised than standard orange marmalade.,human,
ocado,name:marmalade,6c84143b-5ebb-4fd6-a2c8-594c50f0231b,14,exact,1,Mandarin marmalade in a practical 340g jar; suitable citrus marmalade but not the most typical default.,human,
ocado,name:marmalade,c9b7d82e-3970-4c7d-9c47-49eac6818564,15,exact,1,Orange and ginger marmalade; valid for recipes where the additional ginger flavour is acceptable.,human,
ocado,name:marmalade,125a4f4b-5dc2-478f-b8a2-45189708955e,16,exact,1,Lemon and lime marmalade; valid but a specialised flavour for an unspecified marmalade ingredient.,human,
ocado,name:mascarpone cheese,deecfee9-3df6-4c09-89db-0dea3bc44794,1,exact,1,"Ocado own-brand mascarpone, correctly prepared and the best-value 250g pack for a typical 125g recipe quantity.",human,
ocado,name:mascarpone cheese,fdf3dd33-5215-47e6-9ca6-9ca7b567d532,2,exact,1,"Good-quality Italian mascarpone in a suitable 250g pack, at a reasonable price.",human,
ocado,name:mascarpone cheese,21b57422-6b2d-4d04-93b8-4f22bc5dd749,3,exact,1,"Correct ingredient and convenient 250g pack, though less good value than the leading options.",human,
ocado,name:mascarpone cheese,80b19f0c-da11-4741-aae9-239cbea631cb,4,exact,1,"Genuine mascarpone in a suitable 250g pack, but a premium-priced option.",human,
ocado,name:massaman curry paste,3915b41d-f794-4953-8028-01a7bc1c09bf,1,form_differs,1,Genuine Thai Massaman curry paste in a good-value twin pack; well suited to recipes using about 50g.,human,
ocado,name:massaman curry paste,4d1e1a9b-018c-4ea0-938e-3d8b816002de,2,exact,1,"Genuine Massaman curry paste, with a 70g pack size close to the typical 50g recipe usage.",human,
ocado,name:massaman curry paste,6ad1f378-a034-49d9-aebb-d96927c1a542,3,exact,1,"Genuine Massaman paste and reasonably sized 114g pack, though its rating is lower than the higher-ranked options.",human,
ocado,name:massaman curry paste,7e5e483d-5ddf-47a5-9761-125c25106745,4,exact,1,"Genuine Massaman paste in a suitable 105g pack, but lower rated than the other direct matches.",human,
ocado,name:mature cheddar cheese,bab128a0-19ab-4027-a213-848ccb9e72c6,1,exact,1,"Good-value standard mature cheddar in a convenient 350g pack, with a strong rating.",human,
ocado,name:mature cheddar cheese,d595b59e-8737-4ee4-af52-ffa1f90b63e4,2,exact,1,"Standard M&S mature cheddar in a larger 550g pack, suitable for regular use and well rated.",human,
ocado,name:mature cheddar cheese,89a227e5-37da-4a3d-a3b2-f21d1d490ce4,3,exact,1,Mainstream mature cheddar in a convenient 350g pack with a good rating.,human,
ocado,name:mature cheddar cheese,00648667-c4e0-497b-be18-ddfa74b88aff,4,exact,1,Mainstream mature cheddar in a larger 550g pack; good value relative to the brand’s smaller pack.,human,
ocado,name:mature cheddar cheese,561e2004-502a-4552-9601-a7175966f24a,5,exact,1,"Mature white cheddar is a suitable direct alternative to standard mature cheddar, in a recipe-friendly 300g pack.",human,
ocado,name:mature cheddar cheese,4eca9924-4d59-4e6e-aabc-c0618ca1aa26,6,exact,1,"Organic mature cheddar and a suitable 300g pack, though less economical than the standard options.",human,
ocado,name:mature cheddar cheese,145615c6-991a-4eb0-bc98-8be40189b204,7,exact,1,Organic Ocado mature cheddar in a useful 250g pack; suitable but less good value and lower rated than the standard Ocado option.,human,
ocado,name:mature cheddar cheese,c5ec3580-e1d6-4a81-8860-f51df2e0b296,8,exact,1,"Mature cheddar in a convenient 350g pack, but a more premium option than the higher-ranked products.",human,
ocado,name:mature cheddar cheese,84becbd8-e78a-4c91-9159-9e5ae3ddbca2,9,exact,1,"Mature cheddar in a 350g pack with a good rating, though somewhat less economical than standard own-brand choices.",human,
ocado,name:mayonnaise,f305b563-2875-48a9-866c-af5b0bb5f71d,1,exact,1,Good-value standard mayonnaise in a practical 500g pack; suitable for typical recipe quantities.,human,
ocado,name:mayonnaise,ce93c73b-e2eb-49f4-aa3a-12f550c312ae,2,exact,1,"Standard mayonnaise in a 580ml pack, well suited to regular cooking use and competitively priced.",human,
ocado,name:mayonnaise,326b532b-3347-41e2-82ff-710a133c73fb,3,exact,1,"Standard mayonnaise in a smaller 400g pack, suitable for typical 30–60g recipe amounts.",human,
ocado,name:mccain home chips,f508231e-069a-4e70-afe7-02d699173171,1,form_differs,1,Standard McCain Home Chips Straight Cut; directly matches the ingredient and the 1kg pack is a practical size for typical 400g usage.,human,
ocado,name:mccain home chips,85929a1b-4ab1-478b-8bd7-e7a21be99070,2,form_differs,1,Same standard straight-cut product with the best unit price; larger than needed for one recipe but good for repeat use or freezing.,human,
ocado,name:mccain home chips,94351eca-73d4-44fe-b63f-b29ebfc721e2,3,form_differs,1,"Same standard straight-cut product in a 1.6kg pack; suitable if buying a larger value pack, though its rating is lower than the top options.",human,
ocado,name:mccain home chips,115897af-3bb8-4073-9c03-09eca8796057,4,form_differs,1,"McCain Home Chips from the same product family, but chunky rather than the standard straight cut.",human,
ocado,name:mccain home chips,3ae7c85b-fc0b-4f04-a44c-8d640725796b,5,form_differs,1,"McCain Home Chips from the same product family, but crinkle cut rather than the standard straight cut; reasonable alternative with a good rating.",human,
ocado,name:mccain home chips,15a47008-45bc-44dd-b08c-50688f38c810,6,form_differs,1,"Reduced-fat lighter version of McCain Home Chips, so it differs from the standard product formulation.",human,
ocado,name:mediterranean style seasoning,0f596a81-dc80-4f6f-b875-3ea68029a63d,1,exact,1,Direct match for Mediterranean Style Seasoning; the 28g pack also matches the common recipe amount of one sachet.,human,
ocado,name:medium tomato,ea871a80-5390-44f0-bd09-50b426462de3,1,exact,1,Good-value Ocado standard tomatoes; suitable for recipes calling for 1–2 medium tomatoes.,human,
ocado,name:medium tomato,c2d1f62a-45ca-4b9e-839b-059e2e70c84a,2,exact,1,"Ocado medium-style tomatoes on the vine; a suitable 4-pack for typical usage, though slightly less economical.",human,
ocado,name:medium tomato,92f82410-fb85-45c1-a431-a5b431cb0974,3,exact,1,"Round tomatoes are a direct match for a generic medium tomato, but the lower rating makes them a weaker default.",human,
ocado,name:medium tomato,9ffc6fea-2921-435a-a90c-a06ebad6bc5a,4,exact,1,"Vine-ripened tomatoes are suitable, with a smaller 250g pack that can work for recipes needing a few tomatoes; relatively expensive.",human,
ocado,name:mexican spice,671e1f04-8e17-419c-a7ea-f04680ad1b28,1,substitute,1,Good-value Mexican-style fajita seasoning in a pack size suited to a typical 12g use.,human,
ocado,name:mexican spice,8c18dced-905c-479c-ba6e-f72002f86066,2,substitute,1,Relevant Mexican taco seasoning blend with a convenient 28g pack; medium/mild flavour is broadly applicable.,human,
ocado,name:mexican spice,08953dcf-7855-4954-80f3-bd290c7e6c71,3,substitute,1,Versatile medium Mexican fajita seasoning blend and a suitable small pack.,human,
ocado,name:mexican spice,9ec157cf-9efe-4373-b275-d57e9effe879,4,substitute,1,Mexican smoked cumin and chipotle fajita blend; suitable but hotter and more specifically flavoured.,human,
ocado,name:mexican spice,585a3c21-9a3c-46d0-a6d0-3659fce1f1f6,5,substitute,1,"Relevant Mexican taco/fajita seasoning with good value, but its garlic and paprika profile is more specific.",human,
ocado,name:mexican spice,f86903b6-efb2-4d1b-8667-1fd0b48faf39,6,exact,1,Explicit Mexican spice blend in a reasonably sized 75g pack; the closest direct match.,human,
ocado,name:mexican style spice mix,671e1f04-8e17-419c-a7ea-f04680ad1b28,1,exact,1,Direct Mexican-style fajita seasoning; a good-value 78g pack suits repeated 8g usage.,human,
ocado,name:mexican style spice mix,50bcbaef-4963-4697-8c20-5969eb3bcf75,2,exact,1,Generic Mexican chilli seasoning mix and suitably sized for recipe use.,human,
ocado,name:mexican style spice mix,8c18dced-905c-479c-ba6e-f72002f86066,3,exact,1,Mexican taco seasoning blend with a mild-medium flavour suitable as a general Mexican spice mix.,human,
ocado,name:mexican style spice mix,421c3cfe-fd98-4328-935e-78b53e35b737,4,exact,1,Straightforward mild fajita seasoning mix; suitable for the typical small sachet-style quantity.,human,
ocado,name:mexican style spice mix,68d0e1b6-2582-4923-9e04-f7f4bf0d6d70,5,exact,1,"Direct taco seasoning mix, though its lower rating makes it a weaker default.",human,
ocado,name:mexican style spice mix,f86903b6-efb2-4d1b-8667-1fd0b48faf39,6,exact,1,"Mexi Fiesta spice blend that directly fits the ingredient, with a larger 75g pack.",human,
ocado,name:mexican style spice mix,74ba682b-0d03-4c2b-bae9-5335fd77eecb,7,exact,1,"Fajita seasoning jar is a direct match and useful when multiple recipes require the blend, but is relatively expensive.",human,
ocado,name:milano salami,bbde458a-c5c3-4498-8f17-c2613aa79afb,1,exact,1,"Clearly Milano salami, sliced and good value; suitable default for recipes using a full pack or multiple packs.",human,
ocado,name:milano salami,621eefdd-3d91-4563-a3b2-bded2eda2c2e,2,exact,1,"Explicitly Milano salami and reasonably priced, though the 80g pack is smaller than the typical 250g recipe quantity.",human,
ocado,name:milano salami,fa3aba84-3079-4d79-8b24-469bb50d9bcb,3,exact,1,"Explicitly Italian Milano salami with a strong rating, but considerably more expensive per gram.",human,
ocado,name:milano salami,9cd443d0-bb86-4923-bfe0-dc1c8349e708,4,exact,1,"Correct Milano salami, but organic and premium-priced, making it a less suitable default.",human,
ocado,name:mild curry powder,8cab53f0-45c6-4992-937a-c2764aba85d6,1,exact,1,"Directly matches mild curry powder, is a good-value 100g pack, and has a strong rating.",human,
ocado,name:mild curry powder,5301752d-af90-4e55-87bf-4c950496c38b,2,exact,1,Direct match with high rating; the 69g pack is suitable for recipes using around 12g.,human,
ocado,name:mild curry powder,b2bef4a3-d556-4b1a-9502-799236e6aeed,3,exact,1,Directly labelled Mild Curry Powder and good value in a suitable 100g pack.,human,
ocado,name:mild curry powder,ccbeb3fb-4aca-495a-a111-c0786293d73a,4,exact,1,Mild Madras curry powder is a suitable mild curry powder blend and offers good value in a 100g pack.,human,
ocado,name:mild curry powder,ad0b1060-9056-40dc-b064-39b4c422aa08,5,exact,1,"Directly labelled mild curry powder, though the low rating makes it a weaker default choice.",human,
ocado,name:mild paprika,199cbed8-4bb0-4587-b5fe-576bc5cd573e,1,exact,1,Prymat Sweet Paprika is the correct mild/sweet style and the inexpensive 20g pack suits occasional use.,human,
ocado,name:mild paprika,b0de4e11-3f99-4239-8889-771f224983da,2,exact,1,"East End paprika powder is a direct ground paprika match, with good value and a practical 100g pack.",human,
ocado,name:mild paprika,9e4e9b04-b3f5-495d-ac0d-1e671f633396,3,exact,1,Ocado own-brand ground paprika; a direct match for mild paprika and a suitably sized 40g jar.,human,
ocado,name:mild paprika,cf23cb36-286a-4fe4-9858-d804b3a73451,4,exact,1,"Schwartz Ground Paprika is a direct match in a convenient 40g jar, though less good value than the alternatives.",human,
ocado,name:mild paprika,0b39b052-ba9f-4e0a-9562-306f1fea3749,5,exact,1,"Ocado Organic Paprika is a direct match, but costs substantially more than the standard Ocado version.",human,
ocado,name:mild paprika,ca6bcedc-90a3-439d-865b-4f61c4c6e1bd,6,exact,1,"East End Paprika is a direct match and excellent value, but the 400g pack is excessive for typical 6–12g recipe usage.",human,
ocado,name:milk,73f814b7-df6d-488d-aa4c-239f00700c74,1,exact,1,Good-value Ocado semi-skimmed fresh milk; a practical default for generic milk and a suitable 2-pint pack for typical small recipe quantities.,human,
ocado,name:milk,8599df20-ff28-4771-82d6-c0fc41714bb8,2,exact,1,"Best-value larger pack of the same everyday Ocado semi-skimmed milk, useful when milk is used regularly.",human,
ocado,name:milk,38034356-8d86-46c7-90ec-427aee5588d4,3,exact,1,Good-value M&S Select Farms semi-skimmed milk in a practical 2-pint pack; strong rating and equivalent to the default style.,human,
ocado,name:milk,e88bcfcf-bec6-4cf9-b260-69c080ca2429,4,exact,1,Good-value M&S Select Farms semi-skimmed milk in a larger 4-pint pack.,human,
ocado,name:milk,fcb89c0b-ef8f-4ba8-9824-9aa215674dfa,5,exact,1,"Ocado whole milk is a suitable generic milk option, particularly for recipes where a richer result is acceptable.",human,
ocado,name:milk,7af52d5a-b86e-47a5-9047-aa1d222b365f,6,exact,1,Good-value larger pack of Ocado whole milk.,human,
ocado,name:milk,7d1f4d59-cc7e-4357-96a4-d2b2e650a106,7,exact,1,"M&S Select Farms semi-skimmed milk in a small 1-pint pack, useful for occasional low-volume recipe use.",human,
ocado,name:milk,3a10d919-c28a-4fa3-9b00-5d308ce33300,8,exact,1,"M&S filtered semi-skimmed milk; a good larger-pack alternative with a strong rating, though less budget-focused than Ocado own-brand.",human,
ocado,name:minced beef,8e9ff034-ce15-428f-817c-29856379dc04,1,exact,1,"Ocado own-brand lean beef mince, good rating and value, with a 500g pack suited to the common 250–500g recipe quantities.",llm,
ocado,name:minced beef,92a2d9fd-cf31-4bf6-ae95-5377262ab003,2,exact,1,"Same good-value Ocado lean mince in a 250g pack, matching the median recipe quantity closely.",llm,
ocado,name:minced beef,a0f24a52-efe4-4c60-b386-2880a96bb328,3,exact,1,"Very good-value Ocado beef mince with a conventional 20% fat content, suitable where richer mince is wanted.",llm,
ocado,name:minced beef,95758de6-3f7b-4714-9a63-bf9e785f44d8,4,exact,1,Good-value 750g pack of the well-rated Ocado lean steak mince; useful for multiple recipes despite being larger than typical usage.,llm,
ocado,name:minced beef,49a1e5b8-de6d-4d77-b651-e66b9b7bf1b4,5,exact,1,"Good-value M&S 12% fat beef mince in a 500g pack, a balanced general-purpose option.",llm,
ocado,name:minced beef,00926540-1a2e-40e2-9e88-449b08d3259b,6,exact,1,"Well-rated M&S 12% fat mince with strong value per kg, though the 750g pack is larger than most recipe quantities.",llm,
ocado,name:minced beef,27b12bc7-9fae-49e1-93f4-4016e988985b,7,exact,1,Good-value M&S 5% fat beef mince in a 750g pack; suitable as a leaner general substitute.,llm,
ocado,name:minced beef,3fb0dfe9-5d83-43d2-8c2f-3c55ed95e54f,8,exact,1,"Ocado 10% fat steak mince is a suitable general-purpose beef mince, with reasonable value and rating.",llm,
ocado,name:minced beef,ab4f1a0e-3ae5-4a29-bf6f-bdf71867b72b,9,exact,1,The Butcher's Board 5% fat beef mince is a direct match in a useful 400g pack and has a strong rating.,llm,
ocado,name:minced beef,b3bb615a-fbb4-445b-9e72-ff98da47337e,10,exact,1,"Generic M&S minced beef in a 400g pack; a direct match, though less clearly good value than the higher-ranked options.",llm,
ocado,name:minced beef,a20edbab-0565-4152-a4fe-293c14fc84f1,11,exact,1,M&S 3% fat beef mince in a convenient 250g pack; direct match but extra-lean and relatively expensive.,llm,
ocado,name:minced beef,7c161462-ae92-4d23-b873-7b1bfc2a6693,12,form_differs,1,"Direct beef mince match but frozen, so it differs in storage/preparation form and has a weaker rating.",llm,
ocado,name:mint,105df0d8-ba82-4c67-bb21-787bc82c5ab8,1,exact,1,"Fresh mint leaves, Ocado own-brand, and the 30g pack closely matches the typical 25g recipe usage.",human,
ocado,name:mint,b232ca5c-fb30-48ed-b2ee-1df00d245866,2,exact,1,Fresh mint leaves in a larger 100g pack; suitable when recipes use a full bunch or multiple portions.,human,
ocado,name:mint,e60b5b73-8ac2-4c0f-b0c0-6b534b647837,3,exact,1,"Fresh mint leaves in a 25g pack, exactly matching the median recipe amount, though less good value and lower rated than Ocado Mint.",human,
ocado,name:mint,0f2e9735-00df-47d9-b6ef-7af79e3b6158,4,exact,1,Fresh mint leaves in an 18g pack; a slightly undersized but usable option for a 25g requirement.,human,
ocado,name:mint,e9d990e8-2ab9-4e1b-a91c-936741151b98,5,form_differs,1,Mint plant rather than harvested leaves; usable if the recipe does not require a precise measured quantity.,human,
ocado,name:mint,7aa2b715-c0ab-4c5c-9285-d686cfb7262b,6,form_differs,1,"Dried mint is the correct herb but differs substantially from fresh mint in flavour, texture and required quantity.",human,
ocado,name:mirin,d3bd06b4-cf9b-4846-9355-ce500cb40e65,1,exact,1,"Genuine Mikawa mirin and the closest match to the ingredient, though relatively premium-priced.",human,
ocado,name:mirin,d73407ce-12a6-4d1a-9fc8-c23d05ae60aa,2,substitute,1,"Good-value, highly rated mirin-style seasoning that is a practical substitute in typical recipes.",human,
ocado,name:mirin,1983a8a4-4eba-45e1-8272-70c799733a7a,3,substitute,1,Well-rated and good-value Japanese mirin-style cooking seasoning; suitable for most recipes calling for mirin.,human,
ocado,name:mirin,7f9cbc58-5d38-432f-b46e-2b4b3d240695,4,substitute,1,"Suitable mirin seasoning, although less clearly authentic than true mirin and slightly less good value than the higher-ranked options.",human,
ocado,name:mirin,87fb0766-fa84-4e23-a742-880db00b4eda,5,substitute,1,"Named as mirin, but the low rating makes it a weaker default choice than the other suitable options.",human,
ocado,name:miso paste,fb4cdc70-26de-4585-95c3-fa87b8b2ac63,1,exact,1,Organic white miso paste in a 270g pack; good general-purpose option.,human,
ocado,name:miso paste,e0ec24f4-8030-4f89-adab-861ae46356b7,2,exact,1,Versatile organic miso paste in a good-value 300g pack; suitable for the typical 15g recipe amount.,human,
ocado,name:miso paste,4faafd03-98d8-42dc-8ec1-6cc345820f75,3,exact,1,Japanese white miso paste with excellent value in a larger 500g pack; mild and versatile.,human,
ocado,name:miso paste,d9e3e2e7-d058-4c80-987d-439a50b19358,4,exact,1,Organic white miso paste in a convenient 200g pack and a versatile mild style.,human,
ocado,name:miso paste,41251678-47c0-4cdb-a60b-1f58041e70ca,5,exact,1,"Good-value Yutaka white miso paste in a small 100g pack, suitable where limited quantities are needed.",human,
ocado,name:miso paste,d1116136-faf2-41a9-8c2c-ff7ab6587a83,6,exact,1,Organic reduced-salt miso paste; suitable as a lower-salt general miso option.,human,
ocado,name:miso paste,5664d6d7-8fb6-4239-95a7-a0d648342c00,7,exact,1,"Organic brown rice miso paste; a valid, somewhat deeper-flavoured alternative to standard white miso.",human,
ocado,name:miso paste,954f849e-b87d-4fad-8c75-a987a88a8680,8,exact,1,Organic red aka miso paste; valid miso paste but stronger and saltier than a neutral default.,human,
ocado,name:miso paste,7198ad90-648f-4364-805e-ee8ff3f2120b,9,exact,1,Mild white miso paste in a compact 100g pack; valid but relatively expensive.,human,
ocado,name:miso paste,1d0a9cb4-b895-4184-a8a5-3e13f62f458a,10,exact,1,"Sweet white miso paste; valid miso, though its sweeter flavour may alter recipes more noticeably.",human,
ocado,name:miso paste,8ae08b7e-4e1b-48e1-8c5e-0ab8783bd6cb,11,exact,1,General miso paste in a small 135g pack; suitable but less clearly specified in style and not as good value.,human,
ocado,name:mixed beans,4b76f1a0-37b1-48e5-95a2-3160cffa0a9c,1,exact,1,Ocado own-brand mixed beans in water; good-value and a suitable general-purpose option.,human,
ocado,name:mixed beans,2fd3e1ff-af74-4a36-b33d-c4b7aa98f51b,2,exact,1,Affordable mixed beans in a size close to the typical recipe usage.,human,
ocado,name:mixed beans,b4c7fcb8-6439-4ab2-8cc0-dd02f1d4f3aa,3,exact,1,Clearly labelled mixed beans and reasonably priced for a 380g pack.,human,
ocado,name:mixed beans,cadff6a8-a45f-4826-b32c-fbd321f4ddde,4,exact,1,Good-value four-bean mix in a suitable 400g pack.,human,
ocado,name:mixed beans,2173c1b7-7df5-42ee-b439-23a41c6be4f6,5,exact,1,M&S mixed beans in water; suitable but less economical than the leading options.,human,
ocado,name:mixed beans,02b9b404-dd57-42e3-81d5-b1300b07893c,6,exact,1,"Standard mixed bean product, though organic and more expensive.",human,
ocado,name:mixed beans,f76d4b77-3c95-4692-9741-c3729b41699f,7,exact,1,"Organic mixed beans in a suitable pack, but relatively expensive and with a lower rating.",human,
ocado,name:mixed beans,b7fb1cc7-83e8-4db6-b6de-9b1bd60f8cbb,8,exact,1,"240g five-bean medley closely matches the typical amount, but is premium-priced.",human,
ocado,name:mixed herbs,fa2f0fad-2f78-4862-b428-92349535388a,1,exact,1,Ocado own-brand dried mixed herbs; good-value and the 14g pack suits the typical 8g recipe usage.,human,
ocado,name:mixed herbs,006af0d4-162c-4b28-933b-0bd5b708caef,2,exact,1,"Mixed herbs in a suitably sized 13g pack; good direct match, though less good value than Ocado.",human,
ocado,name:mixed herbs,97ffe4dd-1a6f-4374-9c92-fa577e73bd10,3,exact,1,"Directly named mixed herbs in an 11g jar, close to the typical 8g usage.",human,
ocado,name:mixed herbs,ae46be5c-6aa9-48db-8057-1e71c95aec46,4,exact,1,"Directly named mixed herbs in a 9g refill pack, very close to the typical usage amount and well rated.",human,
ocado,name:mixed herbs,7c035109-57ce-4194-af08-01af93fdb2df,5,exact,1,"Directly named mixed herbs in a 10.5g pack, close to typical usage, but relatively expensive.",human,
ocado,name:mixed herbs,9e439b65-86ea-46ef-a5e9-903911a6dda5,6,exact,1,Directly named mixed herbs in a larger 30g pack; useful for repeated recipes but less suitable for occasional 8g usage and premium priced.,human,
ocado,name:monkfish medallions,65319354-66b1-47c8-99da-103b0a091e40,1,exact,1,"Plain monkfish medallions in a 200g pack, exactly matching the ingredient and typical recipe quantity.",human,
ocado,name:monterey jack cheese,a258961d-facb-4d66-b8fd-1118ace39ee2,1,exact,1,"Monterey Jack in grated form, well suited to typical 30g recipe quantities and good value per kg.",human,
ocado,name:monterey jack cheese,01547b9d-bee6-434f-8494-7aa699bd5238,2,exact,1,"Genuine Monterey Jack cheese in slices; suitable if slices are preferred, though less versatile than grated cheese for recipes.",human,
ocado,name:moroccan medley couscous,6b3bfbd1-d1df-4776-a5d0-5fae9a72510e,1,exact,1,"Exact product name match for Moroccan Medley Cous Cous, with a 100g pack matching the typical recipe amount and good value.",human,
ocado,name:mozzarella,d0ac9586-5f88-4122-af60-c6dc667dfc7e,1,exact,1,"Galbani Cucina mozzarella is a suitable plain mozzarella option, particularly for cooking and melting; larger 400g pack.",human,
ocado,name:mozzarella,beae75f3-1275-4e65-b8be-95fe68303b26,2,exact,1,Plain 125g Italian mozzarella matching the typical recipe quantity closely; well-rated mainstream option.,human,
ocado,name:mozzarella,965c5fbf-0f35-4467-882f-a75e4e572a16,3,exact,1,Plain Galbani mozzarella in a larger 250g pack; useful when recipes call for more than one ball.,human,
ocado,name:mozzarella,37c3f722-dbc1-4d17-abaf-c93b57736d4a,4,exact,1,"Plain M&S Italian mozzarella in a 150g pack, reasonably priced and close to the usual usage.",human,
ocado,name:mozzarella,69a32f79-85c5-4eee-a8eb-c90eb5b8ed55,5,exact,1,"Plain M&S Italian mozzarella, 250g pack with good value per kilogram.",human,
ocado,name:mozzarella,d1934ae5-e824-48fd-9a3e-17ef282b86a0,6,exact,1,Plain M&S Fior di Latte mozzarella in a convenient 125g pack.,human,
ocado,name:mozzarella,81cbde25-f746-461a-8053-239850510fc5,7,exact,1,"Plain Valcolatte Fior di Latte mozzarella in a 125g pack, suitable when a standard fresh mozzarella ball is intended.",human,
ocado,name:mozzarella,50154a36-ebf5-470f-9a20-33a78d274df3,8,form_differs,1,Mozzarella cherries are the right cheese in small balls; suitable where shape is not important.,human,
ocado,name:mozzarella,7be8d5c1-d99f-47bd-b95a-27b45852492a,9,form_differs,1,Mini mozzarella is the right cheese in smaller balls; useful for salads and skewers but less interchangeable in some recipes.,human,
ocado,name:mozzarella,5538177b-86d2-4298-b2e3-cf66b5eee48e,10,form_differs,1,"Plain grated mozzarella, suitable for melting and toppings but not for recipes requiring a whole fresh ball.",human,
ocado,name:mozzarella,9462c0e5-4503-4283-8003-c4ecbbb59bc0,11,form_differs,1,"Mozzarella slices are the right cheese in a prepared sliced form, suitable for sandwiches and melting.",human,
ocado,name:mushroom broth paste,3f5969b1-6390-40cb-abcd-38bcec1eabc0,1,form_differs,1,"Mushroom stock is the closest match to mushroom broth, but it is supplied as cubes rather than paste. One 11g cube is close to the typical 15g usage.",human,
ocado,name:mushroom broth paste,199e26f9-ac0e-4e72-8226-a0f1ab9bf3dc,2,substitute,1,"A mushroom-based cooking paste that can provide mushroom flavour, but the added roasted garlic makes it less suitable as a direct broth-paste replacement.",human,
ocado,name:mushrooms,e1c1fdb8-5f4e-4bc5-9a19-b0eb276c42e7,1,exact,1,"Good-value Ocado chestnut mushrooms in a 250g pack, well suited to the typical 125g recipe usage.",llm,
ocado,name:mushrooms,ab7f0f3a-7b6f-4f29-bdbd-29298d710afd,2,exact,1,Plain fresh white mushrooms with excellent value and a suitable 300g pack size.,llm,
ocado,name:mushrooms,9933d71c-1099-41a3-a87d-7723bb7ee1d7,3,exact,1,Plain Ocado flat mushrooms in a reasonably sized 250g pack and good value.,llm,
ocado,name:mushrooms,f6ef8f27-2633-4b2d-b2c8-43f3295f868f,4,exact,1,Plain flat mushrooms in a suitable 250g pack with a strong rating; slightly less good value than the Ocado option.,llm,
ocado,name:mushrooms,9b537eae-649d-475b-9e0d-ab2c9e607347,5,exact,1,Plain Ocado baby button mushrooms in a convenient 200g pack; good default for recipes calling for ordinary mushrooms.,llm,
